12/1/2016,7627009,710228
12/1/2016,7627109,710045
12/1/2016,7644761,690250
12/1/2016,7649826,680465
12/1/2016,7664343,696396
12/1/2016,7666986,663517
12/1/2016,7669275,668437
12/1/2016,7677952,691485
12/1/2016,7688431,676280
12/2/2016,7635080,661720
12/2/2016,7638739,687694
12/2/2016,7640916,702860
12/2/2016,7642856,683435
12/2/2016,7643982,698148
12/2/2016,7644276,685268
12/2/2016,7645815,699374
12/2/2016,7648663,681336
12/2/2016,7649005,679190
12/2/2016,7651887,688292
12/2/2016,7663519,683713
12/2/2016,7669051,673678
12/2/2016,7670128,693282
12/2/2016,7671596,671652
12/2/2016,7679854,682414
12/2/2016,7680219,692486
12/3/2016,7642637,684174
12/3/2016,7644276,685268
12/3/2016,7647719,690654
12/3/2016,7648045,684603
12/3/2016,7653497,669987
12/3/2016,7668712,663739
12/3/2016,7669700,699914
12/3/2016,7670418,668677
12/3/2016,7674433,698147
12/3/2016,7680587,683344
12/3/2016,7682081,673761
12/4/2016,7625629,708548
12/4/2016,7632815,659587
12/4/2016,7651764,701084
12/4/2016,7661276,673723
12/4/2016,7668688,674708
12/4/2016,7670907,665745
12/4/2016,7671019,675061
12/4/2016,7672053,675875
12/4/2016,7673475,671329
12/4/2016,7675631,689160
12/4/2016,7682081,673761
12/4/2016,7684392,678593
12/5/2016,7630457,660211
12/5/2016,7638420,682725
12/5/2016,7645419,684173
12/5/2016,7648551,698281
12/5/2016,7651082,700833
12/5/2016,7659596,688630
12/5/2016,7677145,663928
12/5/2016,7679358,674388
12/5/2016,7679511,665860
12/5/2016,7692104,672067
12/6/2016,7641467,685951
12/6/2016,7643979,681935
12/6/2016,7657266,693597
12/1/2016,7638598,705886
12/1/2016,7641077,686649
12/1/2016,7641184,719527
12/1/2016,7648858,699825
12/1/2016,7650338,688519
12/1/2016,7664049,692479
12/1/2016,7666147,663142
12/1/2016,7678633,695981
12/1/2016,7679716,695764
12/2/2016,7643050,683302
12/2/2016,7644523,712704
12/2/2016,7644848,713640
12/2/2016,7647075,697690
12/2/2016,7648038,687220
12/2/2016,7649116,688473
12/2/2016,7649596,703229
12/2/2016,7650690,677434
12/2/2016,7652307,686412
12/2/2016,7659357,668168
12/6/2016,7666338,695677
12/6/2016,7669367,685987
12/6/2016,7675869,696534
12/6/2016,7677244,700125
12/6/2016,7679643,671442
12/6/2016,7680011,687212
12/6/2016,7682549,695193
12/7/2016,7624589,709665
12/7/2016,7638468,677668
12/7/2016,7640671,685222
12/7/2016,7641714,681562
12/7/2016,7666305,661829
12/7/2016,7674067,684982
12/7/2016,7674927,686712
12/7/2016,7678886,669960
12/7/2016,7680454,688333
12/7/2016,7684164,679765
12/7/2016,7688532,677139
12/8/2016,7624050,709255
12/8/2016,7634632,708533
12/8/2016,7634632,708533
12/8/2016,7634800,708385
12/8/2016,7642320,718474
12/8/2016,7648373,687931
12/8/2016,7650579,687362
12/8/2016,7671232,662734
12/8/2016,7678971,671054
12/8/2016,7680505,673778
12/8/2016,7684999,681197
12/8/2016,7688203,682616
12/8/2016,7690820,676349
12/9/2016,7627477,655017
12/9/2016,7640671,685222
12/9/2016,7642250,688340
12/9/2016,7644226,686113
12/9/2016,7661964,672034
12/9/2016,7666323,698958
12/9/2016,7675138,681900
12/9/2016,7675561,677620
12/9/2016,7679962,681715
12/9/2016,7681192,680999
12/9/2016,7681905,674154
12/9/2016,7688221,672378
12/9/2016,7690445,679615
12/10/2016,7625033,708983
12/10/2016,7649772,686973
12/10/2016,7667236,697909
12/10/2016,7669419,684809
12/10/2016,7670287,667767
12/10/2016,7673297,666353
12/10/2016,7675249,696350
12/10/2016,7676647,696413
12/10/2016,7679553,678559
12/10/2016,7679691,671055
12/10/2016,7681781,671305
12/10/2016,7687703,681937
12/11/2016,7634382,709451
12/11/2016,7635479,664141
12/11/2016,7635781,704618
12/11/2016,7640671,685222
12/11/2016,7640944,682428
12/11/2016,7643288,686573
12/11/2016,7643609,717692
12/11/2016,7663732,664024
12/11/2016,7674844,671835
12/11/2016,7684258,674441
12/12/2016,7629395,711145
12/12/2016,7634350,659397
12/12/2016,7640297,686132
12/12/2016,7642170,679428
12/12/2016,7642551,681177
12/12/2016,7644567,715763
12/12/2016,7644567,715763
12/12/2016,7645289,698492
12/12/2016,7648627,697828
12/12/2016,7660245,689460
12/12/2016,7662005,701429
12/12/2016,7670181,672701
12/12/2016,7673578,696365
12/12/2016,7675310,695517
12/12/2016,7677929,699957
12/12/2016,7679682,683035
12/12/2016,7680263,675585
12/13/2016,7642260,706005
12/13/2016,7644343,684308
12/13/2016,7646693,690798
12/13/2016,7649345,700085
12/13/2016,7659346,702789
12/13/2016,7669618,670662
12/13/2016,7677748,697016
12/13/2016,7680282,684930
12/13/2016,7680285,676176
12/13/2016,7689861,673108
12/14/2016,7637422,703751
12/14/2016,7640656,684270
12/14/2016,7645219,685967
12/14/2016,7647537,682110
12/14/2016,7658320,689236
12/14/2016,7670888,692938
12/14/2016,7677906,697804
12/14/2016,7678995,676315
12/15/2016,7633424,660089
12/15/2016,7640944,682428
12/15/2016,7647864,708283
12/15/2016,7648361,683043
12/15/2016,7648420,682695
12/15/2016,7650312,681931
12/15/2016,7658328,680481
12/15/2016,7660125,671382
12/15/2016,7668570,682160
12/15/2016,7683325,674719
12/15/2016,7686892,673088
12/16/2016,7627357,671665
12/16/2016,7633427,660104
12/16/2016,7636516,667013
12/16/2016,7644403,680495
12/16/2016,7644474,683137
12/16/2016,7669226,677004
12/16/2016,7671369,663597
12/16/2016,7673401,703248
12/16/2016,7674567,683615
12/17/2016,7624615,711997
12/17/2016,7632656,710066
12/17/2016,7641331,704197
12/17/2016,7645396,684306
12/17/2016,7646889,702493
12/17/2016,7651604,675916
12/2/2016,7659423,668507
12/2/2016,7661998,685269
12/2/2016,7662744,673185
12/2/2016,7669397,687057
12/2/2016,7670211,671293
12/2/2016,7678136,681601
12/2/2016,7679135,680274
12/2/2016,7683622,666865
12/2/2016,7686526,682989
12/2/2016,7686778,681784
12/3/2016,7638349,706521
12/3/2016,7638756,688793
12/3/2016,7641983,697893
12/3/2016,7643036,700712
12/3/2016,7646446,699551
12/3/2016,7649605,683425
12/3/2016,7654721,682083
12/3/2016,7657919,687972
12/3/2016,7670181,672701
12/3/2016,7679147,689758
12/3/2016,7679318,687840
12/3/2016,7679701,684067
12/3/2016,7684891,694288
12/3/2016,7690502,692835
12/4/2016,7629428,711793
12/4/2016,7636890,706745
12/4/2016,7644617,685348
12/4/2016,7644876,685088
12/4/2016,7648193,682467
12/4/2016,7651083,693553
12/4/2016,7651249,698121
12/4/2016,7657097,672734
12/4/2016,7657576,688062
12/4/2016,7666052,675540
12/4/2016,7667810,684850
12/5/2016,7624762,709247
12/5/2016,7634918,704718
12/5/2016,7639844,682381
12/5/2016,7643248,696271
